module,BMI_Pre,VL_Pre,LBM_Pre
MEgreen,0.806265043434467,0.5636000520964655,0.06953059749217015
MEpink,0.9092588441307015,0.9482378945457761,0.5303840064188579
MEturquoise,0.36849237063981777,0.5431243526962461,0.9292813783736412
MEred,0.2814472657739668,0.7387884153552717,0.5069009950271308
MEyellow,0.6997593263143977,0.03840231348643264,0.5242286887892826
MEbrown,0.3935648260029978,0.09702487034132232,0.531792943724657
MEblack,0.3485045928942808,0.4959392928308506,0.5583491913061874
MEpurple,0.30414560531376045,0.13069139002330218,0.3973265621735472
MEblue,0.027668334991025396,0.07426922832566622,0.022941907716807115
MEmagenta,0.9274464024917093,0.595274460546818,0.7058009250172312
MEgrey,0.23066285461987185,0.7976822451232233,0.4535924878768931
