"uniprot_id","O_S05_Pre","O_S06_Pre","O_S07_Pre","O_S10_Pre","O_S16_Pre","O_S17_Pre","O_S24_Pre","O_S28_Pre","O_S29_Pre","O_S32_Pre","O_S35_Pre","O_S05_Post","O_S06_Post","O_S07_Post","O_S10_Post","O_S16_Post","O_S17_Post","O_S24_Post","O_S28_Post","O_S29_Post","O_S32_Post","O_S35_Post","logFC","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"O95169",23.1193290057874,24.2053234894594,23.2007503252226,23.662392639215,23.7054563253479,23.1069290875011,23.6441781824613,23.726986035768,23.544367034603,23.9627281846327,23.6677246540264,24.0830886420402,23.4863507565887,23.7619292358462,23.6078823954906,24.0554333158027,23.0542493972797,23.6632330934327,23.8366738619298,23.7242260226169,23.44122310898,23.5088135688717,-0.186109404607915,0.496455729205099,0.984534738947309,0,0
"O95182",23.31743672151,24.3097878817137,22.2007276111895,23.7102509575229,23.7879542079942,22.954193362365,22.9933157544815,23.6600428212921,22.842692879926,23.7960729810798,23.4846899830505,23.9957674326313,23.5603017465205,23.6326059346707,23.6065379565338,23.9384896772067,23.0583621497333,23.2040782459502,23.4727430143962,23.2998380845584,23.5133671388456,23.1408668188286,-0.43558467133068,0.221099298372188,0.984534738947309,0,0
"O95197",20.4345508077952,19.1769711287871,19.5189167757238,18.585292140904,18.9991036611521,18.4360160390486,18.9639789406035,NA,19.3104825328398,NA,18.6305835490527,19.6863490539628,19.5943600512643,18.9502462009938,19.984972283156,18.6905190139278,18.2260601838551,18.8972986958261,19.5788146195193,NA,18.2697815849111,NA,-0.497955463136016,0.355936187529224,0.984534738947309,0,0
"O95202",21.5074658725534,21.5396156509556,21.0338085184529,21.1636357834053,21.6174757732479,20.9467872060233,21.4723011011191,20.5925976801105,21.3841898524926,21.6360483797637,21.7315923463849,21.316188203585,21.3719346490601,21.5564241787058,21.4353779881216,21.5179255128913,21.4957223989471,21.6724786214493,20.7480928459981,20.8356634375418,21.271058762358,21.1634855023565,-0.260745860535675,0.308737400580927,0.984534738947309,0,0
"O95210",24.2153990145293,23.9634224263436,24.2909165845294,24.1453380305842,23.7087617921672,23.9850559558535,23.5536484285864,24.3656226230967,23.8806233497951,23.8264550996877,23.8617236853153,23.9520332342329,24.0116996756628,23.7387585566294,24.2226751390786,23.9487791597526,23.5592565866605,24.1213440854956,24.1788988447055,23.9529514955902,23.7461911661081,23.7617539082703,-0.0925465281830427,0.643015991121577,0.984534738947309,0,0
"O95218",20.2107819797182,21.0041288146402,20.8199367856616,20.3858573284771,19.6745465917893,20.9472057143791,NA,19.2432184558074,20.6979440497865,20.0449943482035,19.8827709795485,19.8291496460927,19.8497704531228,NA,20.8509845163638,19.4119200990887,NA,20.258096485872,20.1923747189163,21.706096748083,NA,20.0564673764174,-0.985897345710335,0.0571445944029715,0.984534738947309,0,0
"O95278",20.9993393094055,20.6164746492305,20.4290333393001,20.6443045146365,20.3881538050857,20.2783691903617,20.0437757700788,20.9216334410837,20.6632617605116,19.8842436583967,20.435485312013,20.5852547046177,19.8792547727316,21.1109087697003,19.902367635759,20.3558969850793,20.6537038067084,20.2336300482308,20.0554160607883,20.5206172218844,20.8672067804058,20.7742703546527,0.261400731133325,0.407636282608827,0.984534738947309,0,0
"O95292",23.0700491674684,23.5194540212653,23.3661172323835,23.5866626017979,23.1599531844768,23.2607877252057,23.0824079929992,23.5071446529983,22.9789031164892,22.6768439770452,23.0434955507429,23.3364906090498,23.3261760919015,23.4696208780782,22.917572507436,23.1464666210994,23.0191626102211,23.1897128566928,23.0532741937903,23.082365024474,23.2370618894672,22.9355173394288,0.206786616399949,0.319250309915896,0.984534738947309,0,0
"O95298",23.0626787987486,24.2964892561177,21.8968882984415,23.3384924150108,23.7663442268375,22.389314131546,22.7859629571931,23.5724297875584,23.3913898025883,23.456236253606,23.5364419158613,23.8204400474179,23.4140659382015,23.5802538340534,23.4836498692061,23.9555538940851,22.6721459269149,23.6540088818828,23.336807428755,22.7478733553388,23.142838475659,23.0235379902059,-0.443306406727555,0.314979113420706,0.984534738947309,0,0
"O95299",23.6951267973062,24.7375136008381,23.5334304124851,24.2132281618754,24.3865666764463,23.7467171628852,23.7702069454729,24.4272359561889,24.1566730997573,24.4841835581741,24.4872552519137,24.5949136375165,24.2518551060958,24.4013816609969,24.332207968988,24.6292246390284,23.5964758135842,24.3354560656641,24.350110654458,24.1798352708009,24.160715361459,23.9321832220427,-0.361642620331793,0.216210575532488,0.984534738947309,0,0
"O95336",17.6373618802867,17.6551591232334,17.8037246047373,17.7382665981777,17.7452519430803,17.8073361986178,18.3588329120663,17.603945670628,17.903875163349,17.7058519454678,18.0303207048865,17.8959387848905,18.2210200955027,18.0212943028333,17.8908402753045,17.8128985338046,17.6335394181514,17.9180018424758,17.3317445934854,17.2247715673057,17.8394247924214,17.6324815268148,0.280068699512881,0.216614857333714,0.984534738947309,0,0
"O95359",19.1857296050068,18.3637772529015,18.6801023801343,17.912092366507,18.2276029383006,18.2987782497298,18.169405409381,18.4115796356407,18.331478959925,17.8253726096999,17.9017901147669,18.5396420650916,18.0064128603328,17.7870315452981,18.1149813219449,18.4275230027417,18.2438377364523,18.1633070066776,18.0114243733756,17.3045435423816,18.3773738876973,18.1124206093623,0.408700757594129,0.159568849642072,0.984534738947309,0,0
"O95372",20.9855861107063,19.7436938062809,19.5936934111082,19.6399023950602,19.6387667914384,19.5824902795697,20.0970887188939,19.8841103520956,19.828853235622,20.3261900572481,20.1181791663472,19.7460623125873,19.697724102173,19.416596643859,19.9830393366035,20.3927211490936,19.8432533463211,20.264607636201,NA,19.7352085848271,20.3448540456719,19.8355633817342,-0.131833181761845,0.677397964570317,0.984534738947309,0,0
"O95373",20.7527598760865,19.8814873388042,20.3857932206618,18.9821238349914,20.0785983840459,19.6055571032719,20.5007415528895,20.0728162991697,20.0114495992364,20.0510078505935,19.8516258334726,19.8851287769177,20.060496544033,20.1699758393457,19.855236029097,20.0085946758047,19.7445869584494,20.0153375176969,20.2978605744402,19.3341205304512,19.9423618461374,20.4828572147459,0.0399104081525294,0.903316687901476,0.987424911698517,0,0
"O95376",19.2563689059129,18.9113918711868,18.5310373925905,19.4049810361325,19.2851730730636,19.288016118738,18.586986709716,19.6516382734431,19.1829309008324,19.3068981662321,19.3800871866588,19.5811715770288,18.8317521325319,19.0443123540292,19.1636292116504,19.0016853203698,19.4292792924764,19.7150958311574,NA,19.1686169944878,19.5696314471336,19.5158465226143,-0.129974453574544,0.646879849546419,0.984534738947309,0,0
"O95394",18.7872007805876,17.0095609888573,17.5176199981551,17.2099023835397,17.309771620554,17.1550572792516,17.6679219158847,17.6104913774502,17.2821143003416,17.2930011470898,17.5400752224727,17.5566261452937,17.6298653673583,16.9945747746846,16.9361811366875,17.1384011137937,17.3520889949741,16.8665821306672,17.4240734048539,17.9534475228285,17.0782416274373,17.298639288725,0.049170784258127,0.885440116308642,0.985429799208273,0,0
"O95425",16.8802437878566,NA,NA,NA,16.294595621057,16.5841712983184,17.8623527636899,17.5912107001145,17.2591886065358,17.2466721408898,16.8479130674724,16.7235222444611,16.5392171760877,16.8526404215649,17.2307529306339,17.5275893730994,15.8605792347565,16.8239181143226,17.9392901976723,NA,16.9945414757422,17.2601868917179,0.40801723980865,0.345442764128059,0.984534738947309,0,0
"O95433",18.9889608308471,19.4475460803687,19.6719339931957,18.9455993062462,19.3289625429881,18.8598867344861,19.4085791737246,19.2260179719252,19.4662242026268,19.0102388719767,19.3582612196152,19.4267987885628,19.6291511813563,19.4638527204615,19.5350454110424,19.2645313375149,19.0841086234299,19.2488223798393,18.9484186444406,18.8738623760678,19.4827274559999,19.4309153189732,0.350400027432553,0.113974460277284,0.984534738947309,0,0
"O95479",19.4294558537101,18.2683430838448,19.7129233920292,19.2170433032618,18.7956893175523,19.1573911667786,19.1938468341516,19.3555543409974,18.6274431462306,18.8360755067481,18.9102700545681,19.0348678613856,18.2655032101306,18.9415843426956,18.9834160453363,18.5637624296843,18.7690358012913,19.416302755848,18.8076703272519,19.2367408550435,18.7372029300693,18.4754544824276,-0.114347039936526,0.671004863281886,0.984534738947309,0,0
"O95563",22.3538136426815,23.1439313130335,22.8600593958686,22.5031715261677,22.544693214249,22.6042902179729,23.3282938846271,21.7538130795155,22.9382138548433,22.8406855048392,23.2707709046499,22.9323228185165,22.160703112621,22.6667278665945,22.9841373995238,23.2659239076271,22.6557791410677,23.1605310423495,22.3526497907058,22.3881067848166,22.4073258965076,22.5063494801359,-0.172016968751986,0.616711883933567,0.984534738947309,0,0
"O95571",17.2169910992834,17.1853808385904,17.0693500613928,NA,17.2462737034093,NA,18.1097713262584,NA,17.0425901679168,18.0022966083575,17.921682244447,17.8514124311028,16.8398816073022,17.2238780180465,17.4907273134069,NA,17.3784065098669,17.5490367836848,NA,17.1814775487872,17.2016571365562,17.1807127875392,-0.180608782473644,0.62134116494129,0.984534738947309,0,0
"O95573",22.5801288658346,21.90876781158,22.7765853423676,21.5165051317392,22.3493826220312,22.0290818222304,21.8292958965664,22.045038636554,22.2064996439607,22.0219337140408,22.4287541218817,22.3721826000329,22.016883312849,22.2818231311717,22.1608202511059,22.0206489201833,22.1254608793303,22.1492234874771,22.2389189095346,21.8457631966233,21.7693898478446,22.0435345295381,-0.222183009581688,0.366021711942223,0.984534738947309,0,0
"O95671",18.542478434804,NA,NA,17.6725764870608,17.8463465579472,17.7014653620274,16.9714489305809,18.153448851357,17.8742881453753,17.2328320484535,17.4460656384228,17.7711095157331,17.139286025431,NA,17.6611821126396,NA,17.483535864832,17.4794238492522,17.8035152140258,17.9990937786947,17.8893332822501,17.9367474456812,-0.167523345378342,0.640751850390346,0.984534738947309,0,0
"O95674",19.1967996125643,18.6864077452805,19.1656856736078,18.8917476791359,18.421207318403,18.6706339525577,17.8553416860927,18.6165367730281,18.7183824650727,18.5218730812315,18.2887359545138,18.443609272344,19.5449054305022,18.6524553685799,18.0268479772391,18.4154580424349,18.6630483775345,18.2237658304297,NA,18.5890907581118,18.5741318813179,17.635416700532,0.192341928574248,0.604725379708097,0.984534738947309,0,0
"O95747",21.0464885029811,20.6134789700181,20.9470452804627,20.7451894065425,20.7788528273542,20.5501893476365,20.7340970176682,20.9014080339089,20.5500360560134,20.4641448332879,20.5846785335396,20.634588372143,20.241045834102,20.4428423676466,20.7431695234992,20.7762318771135,20.447558723365,20.5634862521985,21.1129307560248,20.7937046218687,20.3619655746671,20.2887827573065,-0.170281524681801,0.371825854320126,0.984534738947309,0,0
"O95777",NA,18.2503306897077,18.6432300694443,19.590083127234,19.3597067004708,18.5890805580905,18.560063699991,19.2564076183234,18.9503314079759,18.4774606961737,19.0190075053685,17.6322011295682,18.5284659452785,19.3253377896142,19.3847746045006,18.9726609129042,18.6564140719463,18.8905059080705,20.1467881396831,NA,19.1089064575748,18.2787440534148,-0.630307349154428,0.123191314702924,0.984534738947309,0,0
"O95782",19.208483347289,19.0512799263984,19.4310063455295,17.8283661554056,19.206982488415,18.943831009005,18.9810664117971,19.0471649891115,19.380612976486,19.6180280098054,19.2749876928007,19.165695392973,19.8604821576441,18.9709597314181,19.5067482550972,19.3215552919666,19.3204858732249,19.5847307893986,19.229407303187,19.2469965281754,19.0453812062015,19.5929171239013,-0.206971050423057,0.510178117229528,0.984534738947309,0,0
"O95810",19.4923306433211,20.2759009617158,19.5998954992194,19.7353019454718,20.0350433786088,19.8284958232425,19.5474913075758,20.287410871966,20.1873691501555,19.6615276182855,19.7454934562379,19.6024565428745,19.2003253361281,19.467205306443,19.7210984586723,19.7836894070702,19.6432049968534,19.2094680702641,20.1105856943905,19.822794695844,19.8148488566641,19.5489101362761,-0.0356294578359524,0.884193240389259,0.985429799208273,0,0
"O95816",NA,14.3885184232116,14.9926784059565,14.2947561386117,14.5069121697623,14.655178980107,14.5213689335551,14.8480329161451,14.47004856702,14.114624986001,14.5872632923427,14.4443703252317,13.9326061757849,14.4840439985176,14.8988313861869,14.6891591566578,14.1897780294556,14.670529601453,15.1823350800324,14.7508017878633,14.2681763737776,14.2383611952305,-0.331212351253509,0.152122222568112,0.984534738947309,0,0
"O95817",22.6658062171555,23.028008107272,23.416863943692,22.9434632538037,23.4834257472576,23.636884147306,22.5734207968333,23.4696848578989,23.3519836826572,23.0769751415577,23.3347744481181,23.5505821733854,23.8735052651189,23.227223647858,23.1920109161499,23.5725689831558,23.2670662638504,23.0577989481035,23.3718216167775,22.7747505354259,23.5611512312619,24.0558995151082,0.468845444649656,0.0835536535324962,0.984534738947309,0,0
"O95822",15.6466067293668,17.8595367522891,16.3701172277045,16.3089253230148,16.9918596173827,16.4398328938885,16.9598614013594,16.5106303278053,17.4160112184995,16.9764354423344,17.9426901711198,17.3410611790891,16.7296248815678,16.967094881788,16.9866241729605,17.1455869403079,16.8831370015329,17.0664841592668,16.7743557049577,16.3005002160411,16.8878751065434,16.6893684858893,-0.135954062567926,0.754083690901343,0.984534738947309,0,0
"O95831",24.2205450164276,24.6200792588647,24.0474416413571,24.008934678186,24.0455030292468,24.0875046889338,24.457126895057,23.8908710716474,24.5208702086211,24.249590899177,24.5355133239196,24.2046442513441,24.0601757160067,24.4944693285085,24.2116233149433,24.0483974008475,24.4062037172264,24.3375707770196,23.9198274465042,23.8324013579152,24.2950393517232,24.1604501949258,-0.0714338100870933,0.732709751193336,0.984534738947309,0,0
"O95834",21.4243272624842,20.8242298606819,19.4979649729521,19.8569927258499,20.9193737748213,20.2795298186392,21.3150882257968,20.9436304239353,20.3557453526878,20.1219197134685,20.0861065714223,21.1126867240764,21.1526930836199,19.8538694949577,20.7245585329084,21.1820065286135,19.9338669936806,20.8952950814524,20.6916885555159,20.5317175506509,20.2306654384005,20.021255558886,-0.149260281892737,0.734872865710112,0.984534738947309,0,0
"O95861",18.2644982342487,18.3781146707261,18.6622549472046,18.5285987756182,18.4745156267605,18.3410984524381,19.1220769167524,18.4753496873479,18.6317031134697,18.2975403962441,18.4274068672234,18.5746259785057,18.4793550748762,18.2432923868738,18.8610791673512,18.5275375782774,18.5405973112014,18.4706022630445,18.388502841768,18.589077161541,18.6312352231515,18.2835245827078,0.315769507476066,0.0787814872387201,0.984534738947309,0,0
"O95865",17.016785068118,16.482363974511,16.1870510126937,16.1535187240543,16.2227083300514,16.0552086330509,16.436165242224,16.4275032118496,16.1531249721795,16.1706107181917,16.2521417382952,16.221773538716,17.1837037197488,16.1206810940061,16.0794485390884,15.7011823277615,16.1887387939727,16.2764131065384,16.4537168582976,16.3605409710191,16.2644369857033,16.2413524313056,-0.0531259253581169,0.842980390286757,0.984534738947309,0,0
"O95870",14.2194783848726,15.3185131382977,15.8948632456929,15.1795348846038,15.1349801115417,14.7636478681141,15.8328293012201,14.4142973565854,15.6281886779804,14.736937762282,15.3854830055615,15.3846063863616,14.8637737076871,14.0001481704474,NA,NA,14.6436994448936,14.980446691219,13.9341270754812,14.3121203625601,14.9097121030405,14.5060373173839,1.02618932984257,0.0156305988918619,0.984534738947309,1,0
"O95989",18.6007730872564,18.2150335451302,18.1188716201194,18.5614301827615,18.8591542898069,18.2776662515587,18.5694372638948,18.5081065030827,18.5644401923118,18.5694268317095,18.5442500706981,18.2304891428351,17.7178976571792,17.9642671972918,NA,18.8918116865255,18.402368704963,18.3667143327054,18.6536619215445,18.5641882272978,17.8693613869287,17.7973202671625,-0.284290547917454,0.291730496003704,0.984534738947309,0,0
"O96000",25.1186651379055,25.6988275527095,24.3101227671366,24.9715548101615,25.1742610197729,24.3519411117912,24.5852950143686,24.9297951692202,24.7961203283854,25.2453657827438,25.0593434441141,25.3172589140887,25.0657004537233,25.2030681567201,25.0670326974485,25.1321550943377,24.4297201524857,24.877662711064,24.8662840541566,24.7002310386596,24.7551975144818,24.6024606659009,-0.448596656091816,0.105237326080836,0.984534738947309,0,0
"O96007",18.2951297499172,17.8524505684622,18.5954913550352,18.2857336867,17.8077406236731,18.7038264991978,19.5573799337276,17.7610103987003,17.9936461879928,18.4452361199017,17.9863968065525,17.9314662865344,17.9771470171433,18.3931277760678,18.1224273483339,17.7634883560563,18.5984237182333,18.9410101045863,18.4524545427833,18.0966748398058,18.1640023107383,18.2422854910862,-0.031481141202967,0.926316224650535,0.990192879028667,0,0
"O96008",18.6905403721646,19.3170298429822,18.9105620302934,18.992115111538,18.7425871845223,18.9050824385544,18.7544872445702,18.9027470062404,19.091312159327,18.8304667962879,19.3478700369513,19.0405139399152,18.9369715734182,19.2954003806697,18.9771821770032,19.1147608777186,18.8711047347394,18.7292423213517,19.2451966640466,18.6889770948973,18.6822502280851,18.8699246773969,-0.109963457231451,0.585406490150334,0.984534738947309,0,0
"O96011",NA,15.4192310364626,NA,14.8964123371563,15.4278626174993,15.7000376231336,14.8446147175393,NA,15.7148857666322,NA,15.6840382302441,14.6750869856544,15.0028317709072,14.6284957583859,16.0019365836622,NA,14.8990716592527,15.7599458416056,14.445532979444,13.8794065325837,14.297838736258,15.3960117452062,-0.503991271025113,0.34556695936427,0.984534738947309,0,0
"P00167",17.595008553993,17.467353520949,17.3895643638088,16.7784669954158,17.2682148817184,17.5321718861607,17.5231102669638,17.1331674253264,17.0391611211998,16.5991728916407,16.6011292808407,17.4500488870018,17.2146735559768,16.8425057649668,16.7727779867154,16.1957198238567,17.0661194049539,17.4527845631861,16.7727645483131,16.8401318704751,16.9782961556034,16.9692299784203,0.0383405528966634,0.899645773327477,0.987424911698517,0,0
"P00325",23.4460316945414,21.0131682738492,22.3353127285894,22.0375684701612,21.823725868036,21.6178705405755,22.486533226027,22.3386647532788,22.5484315167803,20.2022073135172,21.8396519211119,21.2068862076109,19.998315153095,21.3405411197064,21.5114791677352,20.5111171983877,20.9365322444334,21.3715393229235,22.2119175722574,21.3903933898101,21.7693959796246,21.011608423889,0.0326612903823822,0.950465194823826,0.991251045117733,0,0
"P00338",29.405011752647,27.8470677261559,28.8944484828837,29.3942301942998,28.9142988072994,28.8487876827629,29.1886180769466,29.9908392881352,28.4262699434414,29.1135135617294,28.607513025928,29.0738519491535,28.2232311794226,28.373980234353,29.2802783439809,29.002711689906,28.7055171615768,29.069110596311,29.939297101879,29.4775501966827,28.9484893674098,29.152947171063,0.0125972295015302,0.974293151929252,0.992563737314942,0,0
"P00352",23.5851388498239,23.7524435005586,24.2905140240304,24.5731745434765,24.5464675912803,24.2583099092584,24.3525460866119,23.3620384842217,24.867111549444,23.169372455066,24.5471488965456,23.2027861137103,23.3364775810777,24.0710846815344,24.5308453912063,24.2877310762476,24.0806136951638,24.2089324853938,22.9478115674753,23.4852907894721,24.3954341165201,23.8521699666174,0.323005845674579,0.456222621238441,0.984534738947309,0,0
"P00367",21.7486299166478,21.6821873600723,21.0211925644399,21.5395196846537,21.1288222653237,21.4493857594932,21.7291054223012,21.3085499884389,21.7182604916031,22.0786596415687,22.0481394830693,21.8513493296216,22.0450636264106,22.0234678200838,21.8787141172788,21.4088151030159,21.8603316481091,21.8803640878256,21.6496434459659,21.1622343237926,21.3618131054792,21.7484415543233,-0.232227471904494,0.386495855978227,0.984534738947309,0,0
"P00387",24.8635072469762,24.1131037911224,25.0061113625566,24.5428651013651,24.5198446774045,24.5996299956345,24.7752432623948,24.4188774967732,24.6470607637006,24.6860497198613,24.5269013220744,24.7038598417214,24.9943838628291,24.6374946273206,24.4654762389928,24.5688031409413,24.447312040898,24.7050739476509,24.3404582951499,24.5901877629885,24.4253623127747,24.5924590236118,0.200817334554689,0.304915412374079,0.984534738947309,0,0
"P00390",21.4241505975593,21.3042128832177,21.3866749945876,21.1467130473205,20.6832367609568,21.3125986622618,21.4944311395471,21.1650699473784,21.2254141106437,21.4122679022316,21.3383571647579,21.1878894646883,21.6797795225912,21.112869917461,21.3852816268227,21.0024273554101,21.1064090258756,21.4695981408873,21.0416825189462,21.4335177629531,21.3589369645643,21.5103213026198,0.0568939319421311,0.778170516507205,0.984534738947309,0,0
"P00395",21.6770083120495,21.8739180983341,20.3912524933623,22.0687203955114,20.8466221207565,20.9498213845131,20.7499999280631,21.8076063474089,20.6472227612227,21.7703629242804,21.6012063770243,21.9594197785524,20.6704938162972,21.2869368651549,21.6128032120623,21.7411807842691,20.558702195002,21.2564822467213,22.0124082462975,21.8274959931414,21.6174935439098,22.0955364254023,-0.47895037314931,0.282442911449508,0.984534738947309,0,0
"P00403",27.2039326580564,27.8243900738348,26.4874599425723,27.0261644588933,27.1481606223141,26.8080549272334,26.7304295156053,26.7868151258624,26.9675959584897,26.9714407782385,27.4601967304911,27.359893760511,27.1689567066842,27.3058215650787,27.3245343827368,26.8797694730157,26.9984535656506,27.0300676046251,26.9670685472454,26.3214839127476,26.6681318741155,27.10037207965,-0.396868590625687,0.136681546261724,0.984534738947309,0,0
"P00414",22.9474096050181,22.9854202780854,22.295057997999,22.8447968232673,22.6261445527706,22.3855523612988,22.5877151709395,22.8657783586473,23.079570078748,22.4646388419656,22.8112023213591,22.8674050274144,22.2239790008717,22.7365547249303,22.9491446472301,22.245991667113,22.34829562972,22.7875539522351,23.6691876477679,21.675899582071,22.5731953318753,22.6264497146146,-0.251593023074744,0.447516357155532,0.984534738947309,0,0
"P00441",26.876859849224,25.8925888889873,26.8650358184797,26.0685855112689,26.1146462627331,26.3945810832192,26.3834122006787,26.6763648632653,26.165260652537,25.9992061019648,25.9370933256366,25.9514156425943,25.6494274479726,25.8907209063992,25.7109676727844,25.9148286398774,26.0768319409577,26.2111391365273,26.1226559741962,26.6795820792457,26.313513266485,26.4254839342039,0.161472882136323,0.566522460942917,0.984534738947309,0,0
"P00450",21.3636004559584,21.3635089050035,21.6481476415374,21.6669005116731,21.3672451607896,21.2934873595694,21.5032912498898,21.4773966505495,21.1606131177067,21.0913916796841,20.4296917761266,20.4618096540168,21.1460631658927,21.198160252842,21.7050270446545,20.9956956783298,21.2101711748687,20.6247510617015,21.7703497170112,22.5310665739406,20.203242766005,21.4092127941792,-0.321722779731846,0.394664944339489,0.984534738947309,0,0
"P00488",17.4311696880605,17.8262975605854,18.2357035243362,18.352002824563,17.9915535959278,18.160726293331,17.9245055239416,17.9754269194566,18.2987000561057,19.3850951791201,17.5764518265871,17.4857249465434,19.480111633454,17.7255910284636,18.3303089520217,17.9529543650452,17.4655698586288,18.138544437313,18.8868208424938,18.4677602475242,18.2138915580292,18.0420488377553,-0.107702822575295,0.81112256029377,0.984534738947309,0,0
"P00492",17.4412959480838,17.8695239796988,17.6960038815162,17.6381610654689,17.4503092761472,17.7779125379183,18.0557026149211,17.3148945682035,17.704414011007,18.7761219113162,17.9080542831575,18.3955724765378,18.9763632879056,18.1468841122014,18.1211960816425,18.0047767902559,18.2376960805849,17.9564747311827,17.7407510718842,19.3346192103728,17.6535204262256,18.8654164993925,-0.093128542470005,0.809709339054325,0.984534738947309,0,0
"P00505",27.4618163424384,27.9714495772495,26.8562178411539,27.308971348852,27.1984511762874,27.2100448377529,27.8816883536341,27.0638108327832,27.5301845749161,27.5975454334451,27.887876401178,27.5583183250389,27.1643335016126,27.3965622535977,27.5555972158521,27.4667950892517,27.7984093389587,27.6858216266853,27.5032922399592,27.4460861818698,27.1667460124709,27.2615217527007,-0.341140604711228,0.177297144949435,0.984534738947309,0,0
"P00558",28.854665562041,28.482025276932,29.3920132642501,28.9315923953479,28.9271676754013,29.0084610407238,29.2500656770026,29.1355835262413,28.457648384932,28.6280166740008,28.360810391156,28.8207975298505,28.2907602928758,29.1698751763841,28.6228178793761,28.8657653362462,29.0436194475064,28.9074885334129,29.1144374940717,29.2528895556977,28.9632780604174,28.9826871677823,0.137505790836904,0.570567629620135,0.984534738947309,0,0
"P00568",28.7267207494502,28.67638333403,29.7141554078442,28.9589515125181,28.3300346305931,28.906703757805,29.2757331576229,28.6623055341189,28.2726108646326,28.7521311979267,27.9706413247278,28.4282221999818,28.7701922299991,28.8613484695603,28.5600437914747,28.2043180518102,28.9017798051665,28.9170501437088,28.8257585161171,29.3336179929744,28.6611838060962,28.6116023121704,0.112968081028917,0.705987163353621,0.984534738947309,0,0
"P00846",25.2630879690975,25.5147397146845,25.339936441075,24.5728158532624,25.1062668966354,25.1007323594287,25.2670412387655,24.9317472394981,25.3615830357224,24.5779194716786,25.4450112770864,25.0234842808417,25.2633174108402,24.6444996670891,24.8282043008777,24.5354703305565,24.8989126610809,25.3220024631842,25.3856489790803,23.8333033361254,24.9728101322321,25.039165975596,0.0794601961494159,0.80505144753766,0.984534738947309,0,0
"P00918",26.5926879739837,27.8580116177327,27.9617277535539,27.1772018124898,27.61582095493,27.697525221225,27.4688454065647,27.421323991548,28.2237523708759,27.6573874041169,27.8564182125925,27.0870151939474,27.4088705862421,27.4741076208662,27.2553978352301,27.3019045781657,27.4072152239833,27.2397638687063,27.1983367057172,28.8521845573939,27.6129154719656,27.8172516014022,-0.0605009720553191,0.869915051402113,0.985224662710431,0,0
"P00966",19.6128377069285,20.6323637853485,18.936869792522,NA,21.2998624295692,20.024021060718,19.2980837092433,19.3752846117251,21.1619946555073,19.3724470886991,20.7531344399,18.626679165113,20.3128754860186,18.2892148812852,NA,21.2471896201623,18.9878262150203,19.3575536747998,19.0621556090646,18.9783324483344,19.1055369912688,18.6247439311146,-0.0270584781992049,0.968531073169404,0.992365658656292,0,0
"P01034",20.4843593255921,20.0421539282631,20.4814735507037,19.6377166946291,19.8041297041521,19.6665207167983,20.3660973523264,20.3596380518467,19.7403339037811,19.9410264737322,19.8867001836655,20.1730340260255,20.7163383158402,20.2139684711716,19.5866143355361,20.0586468920583,19.920682714209,20.5023769094039,20.0750234225814,20.5634673842463,19.9731428920354,20.4573159020673,0.174473541074921,0.530431233660856,0.984534738947309,0,0
"P01040",18.6698063188672,16.691665012101,19.0786476589255,18.4229967923908,17.8485129680429,18.2618628534527,17.4825177409821,NA,16.7683206490822,17.7111511506928,17.8592278585912,18.5844877000312,NA,17.507198976997,18.1785537255621,19.7741629036576,19.4149099212614,NA,17.9200877482478,18.045497996917,NA,NA,1.41751536375019,0.0333649760765734,0.984534738947309,1,0
"P01591",17.7321437613621,17.344528059098,16.7563427830241,16.7882639732879,16.5038915986777,16.1635903943299,15.6693518934709,16.2638447917855,15.5121430864121,19.8308711907143,NA,15.8967403699068,16.8095099056238,16.5988242822987,16.9085753394456,16.5095903498963,16.1486380272925,15.0289122887114,16.9135789872669,17.2145812004252,15.2756620216186,16.7107469219214,-1.63289677735587,0.0331463526233179,0.984534738947309,-1,0
"P01889",14.3585681230298,16.2111179257122,14.4115518614412,15.4412759430053,15.7939236691816,15.9211484302583,15.6551778501779,15.5184404444398,16.0854103551812,16.3001874260063,14.669339934242,15.511521745025,15.8562736863296,14.9008538482237,14.5510166170838,15.7728686218598,16.1750105431981,16.2006247299633,NA,16.2823912536455,15.8102255589171,15.6492046934166,0.1901079199341,0.714328784986396,0.984534738947309,0,0
"P01911",20.4103751565017,19.8332346423619,NA,19.151443292455,20.0820916340102,19.4771336744259,18.5912218306936,20.1058879773012,20.1513491815599,20.3763743913834,19.5139390399626,20.3644938977366,19.5883620598866,19.0204844123061,18.8019392675102,19.8536527457133,19.470654167742,19.3766796332826,20.1924119081028,21.0246315147392,19.1006344395908,18.7551621776264,-0.62382955930509,0.234873719773374,0.984534738947309,0,0
"P02144",33.9234904129786,33.9715147078946,34.1824919459062,33.532819020491,34.016384865932,34.1817134415176,33.7312933228673,33.2818517953594,33.970895541681,33.6113764804299,33.8499614023967,33.7079758893774,33.6916598993027,33.5976912877045,33.9305208235238,33.8324671389124,33.6593892613038,33.9068646093791,33.1853153846658,33.618825558586,33.6683616407445,33.6227203397678,-0.136617731134322,0.5188630997731,0.984534738947309,0,0
