pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,cluster,Description,geneID,Count,p.adjust,ID
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,5.369277704393957e-6,6.815651231299742e-5,3.2550114184217205,12,14,KEGG,17.12885662431942,C2,Reference Retrograde Axonal Transport,ACTR1A/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,12,6.815651231299742e-5,KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,6.491096410761659e-6,6.815651231299742e-5,3.085479573712256,13,16,KEGG,12.385454545454545,C2,Reference Dynein Recruitment To The Kinetochore,ACTR1A/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNLL1/DYNLT1/PAFAH1B1,13,6.815651231299742e-5,KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,4.446683365701351e-5,3.112678355990946e-4,3.4177619893428064,9,10,KEGG,25.57039711191336,C2,Reference Arl8 Regulated Microtubule Plus End Directed Transport,ARL8B/KIF5B/KLC1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,9,3.112678355990946e-4,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,4.446683365701351e-5,3.112678355990946e-4,3.4177619893428064,9,10,KEGG,25.57039711191336,C2,Variant Mutation Caused Aberrant Abeta To Anterograde Axonal Transport,CAPN1/CAPN2/MAPT/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,9,3.112678355990946e-4,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3.6742742023510266e-4,0.001928993956234289,2.0615072316670893,19,35,KEGG,3.4031479779411766,C2,Variant Mutation Inactivated Ubqln2 To 26s Proteasome Mediated Protein Degradation,PSMA3/PSMA7/PSMB4/PSMB5/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD11/PSMD12/PSMD13/PSMD14/PSMD3/PSMD4/PSMD6/PSMD8/RPS27A/UBQLN2,19,0.001928993956234289,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION
REACTOME_CILIUM_ASSEMBLY,3.5153857450369935e-10,1.5221620276010183e-7,2.929510276579548,27,35,Reactome,9.866837686567164,C2,Cilium Assembly,ACTR1A/ARL3/CCT2/CCT3/CCT4/CCT5/CCT8/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNLL1/HSP90AA1/MAPRE1/PAFAH1B1/PPP2R1A/PRKACA/SEPTIN2/TCP1/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6/YWHAE,27,1.5221620276010183e-7,REACTOME_CILIUM_ASSEMBLY
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,1.3935430882562253e-9,3.017020786074728e-7,2.5575089716170663,33,49,Reactome,6.06686320754717,C2,Intra Golgi And Retrograde Golgi To Er Traffic,ACTR1A/ARCN1/ARF5/ARL1/COPA/COPB2/COPG1/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNLL1/KIF5B/KLC1/NAPA/PAFAH1B1/PLIN3/RAB18/RAB1B/RAB6A/SEC22B/SNAP29/SURF4/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,33,3.017020786074728e-7,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,5.192650668873431e-9,7.494725798740653e-7,2.5892136282900045,30,44,Reactome,6.2757973733583485,C2,Mhc Class Ii Antigen Presentation,ACTR1A/AP1B1/AP1M1/AP2A1/AP2B1/AP2M1/CANX/CLTC/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/DNM2/DYNC1H1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNLL1/KIF5B/KLC1/RAB7A/SEC23A/SEC24C/SEC31A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,30,7.494725798740653e-7,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,4.0034942464531075e-8,3.467026017428391e-6,3.375567396881784,16,18,Reactome,23.0054844606947,C2,Anchoring Of The Basal Body To The Plasma Membrane,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNLL1/HSP90AA1/MAPRE1/PAFAH1B1/PPP2R1A/PRKACA/SEPTIN2/TUBA4A/TUBB/TUBB4B/YWHAE,16,3.467026017428391e-6,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE
REACTOME_M_PHASE,5.997787724794335e-8,3.4905952810894537e-6,1.9367317939609237,51,100,Reactome,3.1021205357142856,C2,M Phase,ACTR1A/ARPP19/CHMP4B/CLIP1/CSNK2B/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNLL1/GORASP2/HSP90AA1/KPNB1/MAPK1/MAPRE1/NEK9/NUDC/PAFAH1B1/PPP2R1A/PRKACA/PSMA3/PSMA7/PSMB4/PSMB5/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD11/PSMD12/PSMD13/PSMD14/PSMD3/PSMD6/PSMD8/RAB1B/RAB2A/RAN/RPS27/RPS27A/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6/YWHAE,51,3.4905952810894537e-6,REACTOME_M_PHASE
REACTOME_MITOTIC_G2_G2_M_PHASES,6.470574484196888e-8,3.4905952810894537e-6,2.1954373889875667,37,64,Reactome,4.032953105196452,C2,Mitotic G2 G2 M Phases,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNLL1/HSP90AA1/HSP90AB1/MAPRE1/PAFAH1B1/PPP1R12B/PPP2R1A/PRKACA/PSMA3/PSMA7/PSMB4/PSMB5/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD11/PSMD12/PSMD13/PSMD14/PSMD3/PSMD6/PSMD8/RPS27A/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6/YWHAE,37,3.4905952810894537e-6,REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,6.784777387503294e-8,3.4905952810894537e-6,2.6805976387002404,24,34,Reactome,6.968460111317254,C2,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,ACTR1A/DCTN1/DCTN2/DCTN4/DCTN5/DCTN6/DNAJA2/DNAJA4/DYNC1H1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNLL1/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA8/STIP1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,24,3.4905952810894537e-6,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND
GOSLIM_MITOCHONDRION_ORGANIZATION,2.174214394328442e-43,5.870378864686794e-42,2.9762770363552695,121,164,GO Slim,10.767328140103485,C3,Mitochondrion Organization,BCS1L/NIPSNAP2/HSD17B10/HMGCL/LETM1/MTX1/OPA1/SUPV3L1/TMEM11/DNAJA3/LONP1/DNM1L/MTX2/PRDX3/PHB2/CLUH/SIRT5/BCL2L13/STOML2/FIS1/CHCHD2/ATAD3A/NUBPL/SLIRP/PNPT1/SLC25A4/SSBP1/SLC25A46/SOD2/TIMM50/HSPA9/IMMT/SAMM50/GHITM/CHCHD3/DNAJC11/APOO/MICOS13/APOOL/AFG3L2/HSPD1/PPIF/MTCH2/VPS13A/ENDOG/TMEM126A/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA1/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFA10/NDUFAB1/NDUFB1/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFB10/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS8/AIFM1/ACAD9/NDUFAF4/TIMM21/NDUFA13/NDUFB11/NDUFA12/NDUFAF2/NDUFS7/TFAM/CHCHD7/CHCHD4/ATP5F1D/TMEM70/ATPAF2/SCO1/COX17/COA3/TACO1/SMIM20/FXN/UQCRFS1/LYRM7/TIMM8A/TOMM70/TIMM13/TIMM10/TIMM9/TIMM8B/AGK/TOMM40/TOMM22/TOMM5/SLC25A5/MARCHF5/MCU/FAM162A/NOL3/COX7A1/COX7A2/COX7A2L/VDAC2/SLC25A6/ACAA2/ATP5IF1/MICU1,121,5.870378864686794e-42,GOSLIM_MITOCHONDRION_ORGANIZATION
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,8.858349074617836e-42,1.1958771250734078e-40,2.622979947542093,145,223,GO Slim,7.387612387612387,C3,Generation Of Precursor Metabolites And Energy,ACO2/SLC25A4/ATP5F1B/COX4I1/COX6A2/COX6C/COX7A1/COX7C/COX8A/DLST/OGDH/PHKA2/ADIPOQ/COX17/UQCR11/ATP5IF1/COX7A2/SHMT2/COX7A2L/PPP1R3A/ACADM/GAA/PYGB/HK1/PFKFB2/TIGAR/PGLS/ACO1/CS/DLAT/FH/IDH2/IDH3A/IDH3B/IDH3G/MDH2/PDHA1/PDHB/SDHA/SDHB/SDHC/SDHD/SUCLG2/SUCLG1/SUCLA2/NNT/ATP5F1C/FXN/NIPSNAP2/UQCRB/UQCRC1/UQCRC2/UQCRH/BCL2L13/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFA10/NDUFAB1/NDUFB1/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFB10/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFV1/NDUFS4/NDUFS5/NDUFS6/NDUFS8/NDUFV2/NDUFV3/COQ9/NDUFS7/CYC1/UQCRFS1/UQCRQ/UQCR10/CYCS/COX5B/COX6B1/COX7B/MT-CO2/MT-CO3/COX5A/ALDH1L1/ATP5F1D/SIRT3/NDUFA13/NDUFB11/NDUFA12/ACADVL/ADHFE1/ETFDH/FDX1/ETFA/ETFB/HCCS/SOD2/ETFRF1/COA6/ATP5F1A/ATP5F1E/ATP5PB/ATP5ME/ATP5PF/ATP5PO/MT-ATP8/ATP5MF/ATP5PD/ATP5MG/STOML2/CISD1/PNPT1/CHCHD2/SLC25A13/COQ10B/LYRM7/COQ10A/HMGCL/ACAT1/OXCT1/GALK1/PPIF/TRAP1/CHCHD4/GHITM,145,1.1958771250734078e-40,GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,6.453595853050533e-7,5.80823626774548e-6,1.8959622641509433,47,100,GO Slim,2.854994335716239,C3,Amino Acid Metabolic Process,ACY1/ASS1/FH/QARS1/WARS2/IARS2/AARSD1/SARS2/TARS3/ASPA/GOT1/GOT2/ALDH5A1/DGLUCY/GLUD1/GLUL/SHMT2/GCSH/ACADSB/ACAT1/BCAT2/HSD17B10/AUH/HMGCL/IVD/MCCC1/MCCC2/ALDH4A1/GCDH/THAP4/ALDH6A1/HIBADH/HIBCH/ACAD8/ETFA/ETFB/PCCA/PCCB/BCKDHA/ECHS1/PCBD2/ADHFE1/DLST/GPT2/GPT/MMUT/KYAT1,47,5.80823626774548e-6,GOSLIM_AMINO_ACID_METABOLIC_PROCESS
GOSLIM_KETONE_METABOLIC_PROCESS,2.7012434491071745e-4,0.0018233393281473428,1.9363018867924529,24,50,GO Slim,2.8859835816357555,C3,Ketone Metabolic Process,DHRS4/NDUFA9/COQ7/COQ6/COQ3/COQ8A/COQ9/COQ5/RTN4IP1/PDK1/PDK2/SIRT5/PPTC7/MLYCD/PLIN5/CPT1A/OXCT1/AKR7A2/CBR4/ACADVL/ADIPOQ/FABP3/HSD17B10/KYAT1,24,0.0018233393281473428,GOSLIM_KETONE_METABOLIC_PROCESS
GOBP_CELLULAR_RESPIRATION,5.3674168316374486e-61,7.809591490032488e-58,3.526190790341734,125,143,GO:BP,27.263374485596707,C3,Cellular Respiration,ACO1/ACO2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/BCL2L13/CHCHD2/CISD1/COA6/COQ10A/COQ10B/COQ9/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CS/CYC1/CYCS/DLAT/DLST/ETFA/ETFB/ETFDH/ETFRF1/FH/FXN/GHITM/HCCS/IDH2/IDH3A/IDH3B/IDH3G/LYRM7/MDH2/MT-ATP8/MT-CO2/MT-CO3/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/MTCH2/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NIPSNAP2/NNT/OGDH/PDHA1/PDHB/PNPT1/PPIF/SDHA/SDHB/SDHC/SDHD/SHMT2/SIRT3/SLC25A13/SOD2/STOML2/SUCLA2/SUCLG1/SUCLG2/TRAP1/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ,125,7.809591490032488e-58,GOBP_CELLULAR_RESPIRATION
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,3.8695619619069416e-42,1.12604253091492e-39,2.6347951725310215,145,222,GO:BP,7.488446618316749,C3,Generation Of Precursor Metabolites And Energy,ACADM/ACADVL/ACAT1/ACO1/ACO2/ADHFE1/ADIPOQ/ALDH1L1/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/BCL2L13/CHCHD2/CISD1/COA6/COQ10A/COQ10B/COQ9/COX17/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CS/CYC1/CYCS/DLAT/DLST/ETFA/ETFB/ETFDH/ETFRF1/FDX1/FH/FXN/GAA/GALK1/GHITM/HCCS/HK1/HMGCL/IDH2/IDH3A/IDH3B/IDH3G/LYRM7/MDH2/MT-ATP8/MT-CO2/MT-CO3/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/MTCH2/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NIPSNAP2/NNT/OGDH/OXCT1/PDHA1/PDHB/PFKFB2/PGLS/PHKA2/PNPT1/PPIF/PPP1R3A/PYGB/SDHA/SDHB/SDHC/SDHD/SHMT2/SIRT3/SLC25A13/SLC25A4/SOD2/STOML2/SUCLA2/SUCLG1/SUCLG2/TIGAR/TRAP1/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ,145,1.12604253091492e-39,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GOBP_ELECTRON_TRANSPORT_CHAIN,5.651489426336822e-42,1.3704861858866793e-39,3.7458221024258758,78,84,GO:BP,46.075221238938056,C3,Electron Transport Chain,CHCHD2/COA6/COQ9/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/CYCS/ETFA/ETFB/ETFDH/ETFRF1/FDX1/GHITM/HCCS/MT-CO2/MT-CO3/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/MTCH2/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SDHA/SDHB/SDHC/SDHD/SOD2/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ,78,1.3704861858866793e-39,GOBP_ELECTRON_TRANSPORT_CHAIN
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,8.390295233434219e-40,1.7439827949495411e-37,3.6213979416809603,79,88,GO:BP,31.12121212121212,C3,Proton Transmembrane Transport,ATP1A2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/COX17/COX4I1/COX5A/COX5B/COX6B1/COX7A1/COX7A2L/COX7B/COX8A/CYC1/DMAC2L/GHITM/LETM1/MT-ATP8/MT-CO2/MT-CO3/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NNT/PHB2/PPIF/SLC16A1/SLC25A12/SLC25A13/SLC25A3/SLC25A4/SLC25A5/UQCR10/UQCRC1/UQCRFS1/UQCRH,79,1.7439827949495411e-37,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT
GOBP_MITOCHONDRION_ORGANIZATION,3.402937402238219e-36,5.5014154669517875e-34,2.908843537414966,106,147,GO:BP,9.554878048780488,C3,Mitochondrion Organization,ACAA2/ACAD9/AFG3L2/AGK/AIFM1/APOO/APOOL/ATAD3A/ATP5F1D/ATP5IF1/ATPAF2/BCL2L13/BCS1L/CHCHD2/CHCHD3/CHCHD4/CHCHD7/CLUH/COA3/COA6/COX17/COX7A1/COX7A2/COX7A2L/DNAJA3/DNAJC11/DNM1L/ENDOG/FAM162A/FIS1/FXN/GHITM/HMGCL/HSD17B10/HSPA9/HSPD1/IMMT/LETM1/LONP1/LYRM7/MARCHF5/MCU/MICOS13/MICU1/MT-ND1/MT-ND2/MT-ND4/MT-ND5/MTCH2/MTX1/MTX2/NDUFA13/NDUFA6/NDUFAF2/NDUFAF4/NDUFB3/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NIPSNAP2/NOL3/NUBPL/OPA1/OPA3/PHB2/PNPT1/PPIF/PRDX3/SAMM50/SCO1/SIRT5/SLC25A4/SLC25A46/SLC25A5/SLC25A6/SLIRP/SMIM20/SOD2/SSBP1/STOML2/SUPV3L1/TACO1/TFAM/TIMM10/TIMM13/TIMM21/TIMM50/TIMM8A/TIMM8B/TIMM9/TMEM11/TMEM126A/TMEM70/TOMM22/TOMM40/TOMM5/TOMM70/UQCRFS1/VDAC2/VPS13A,106,5.5014154669517875e-34,GOBP_MITOCHONDRION_ORGANIZATION
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,6.741049717069392e-34,9.808227338335966e-32,3.8994968553459124,58,60,GO:BP,98.67372881355932,C3,Proton Motive Force Driven ATP Synthesis,ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/MT-ATP8/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SDHA/SDHB/SDHC/SDHD/STOML2,58,9.808227338335966e-32,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,2.3858077490749223e-27,2.8927918957533435e-25,4.033962264150943,43,43,GO:BP,Inf,C3,Mitochondrial Respiratory Chain Complex Assembly,ACAD9/AIFM1/ATP5F1D/ATPAF2/BCS1L/CHCHD4/CHCHD7/COA3/COA6/COX17/COX7A1/COX7A2/COX7A2L/FXN/LYRM7/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA13/NDUFA6/NDUFAF2/NDUFAF4/NDUFB3/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NUBPL/SAMM50/SCO1/SMIM20/TACO1/TFAM/TIMM21/TMEM126A/TMEM70/UQCRFS1,43,2.8927918957533435e-25,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.640254793039043e-71,3.2089070130763984e-69,3.5943638122883406,139,156,Hallmark,33.270497969008574,C3,OXPHOS,ACAA1/ACAA2/ACADM/ACADSB/ACADVL/ACAT1/ACO2/AFG3L2/AIFM1/ALDH6A1/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/BCKDHA/COX11/COX17/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CPT1A/CS/CYC1/CYCS/DECR1/DLAT/DLST/ECH1/ECHS1/ECI1/ETFA/ETFB/ETFDH/FDX1/FH/FXN/GLUD1/GOT2/HADHA/HADHB/HCCS/HSD17B10/HSPA9/IDH2/IDH3A/IDH3B/IDH3G/IMMT/LRPPRC/MAOB/MDH2/MGST3/MPC1/MRPL11/MTX2/NDUFA1/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/OGDH/OPA1/PDHA1/PDHB/PDHX/PDP1/PHB2/PMPCA/PRDX3/SDHA/SDHB/SDHC/SDHD/SLC25A11/SLC25A12/SLC25A20/SLC25A3/SLC25A4/SLC25A5/SLC25A6/SUCLA2/SUCLG1/SUPV3L1/TIMM10/TIMM13/TIMM50/TIMM8B/TIMM9/TOMM22/TOMM70/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ/VDAC1/VDAC2/VDAC3,139,3.2089070130763984e-69,HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_FATTY_ACID_METABOLISM,4.5778955063056794e-10,9.613580563241926e-9,2.2570979335130277,47,84,Hallmark,4.131665827318002,C3,Fatty Acid Metabolism,ACAA1/ACAA2/ACADM/ACADS/ACADVL/ACO2/ACOT2/ACSL1/ACSS1/AUH/CD36/CPT1A/CPT2/CRAT/DECR1/DLST/ECH1/ECHS1/ECI1/ECI2/ERP29/ETFDH/FH/GCDH/GLUL/HADH/HADHB/HCCS/HIBCH/HMGCL/HSD17B10/HSDL2/IDH3B/IDH3G/IDI1/MAOA/MCEE/MDH2/MLYCD/PDHA1/PDHB/SDHA/SDHC/SDHD/SUCLA2/SUCLG1/SUCLG2,47,9.613580563241926e-9,HALLMARK_FATTY_ACID_METABOLISM
HALLMARK_ADIPOGENESIS,3.966135771630105e-9,5.5525900802821465e-8,2.016981132075472,55,110,Hallmark,3.2694736842105265,C3,Adipogenesis,ACAA2/ACADM/ACADS/ACO2/ADIPOQ/AIFM1/AK2/ATP5PO/BCKDHA/BCL2L13/CAVIN2/CD36/COQ3/COQ5/COQ9/COX7B/COX8A/CPT2/CRAT/CS/CYC1/DECR1/DLAT/ECH1/ECHS1/ETFB/FABP4/GHITM/HADH/HIBCH/IDH3A/IDH3G/IMMT/MCCC1/MDH2/MGST3/MTCH2/NDUFA5/NDUFAB1/NDUFB7/NDUFS3/PLIN2/PRDX3/PTCD3/SAMM50/SDHB/SDHC/SLC27A1/SQOR/SUCLG1/TST/UQCR10/UQCR11/UQCRC1/UQCRQ,55,5.5525900802821465e-8,HALLMARK_ADIPOGENESIS
HALLMARK_PEROXISOME,0.00192352196243472,0.02019698060556456,1.910824230387289,18,38,Hallmark,2.79140625,C3,Peroxisome,ACAA1/ACSL1/CRAT/ECH1/ECI2/FDPS/FIS1/GSTK1/HMGCL/IDH2/IDI1/MLYCD/NUDT19/PABPC1/PEX11B/SLC25A4/SOD2/TSPO,18,0.02019698060556456,HALLMARK_PEROXISOME
