pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
GOSLIM_CYTOPLASMIC_TRANSLATION,8.598948434628112e-19,2.3217160773495902e-17,1.1239149637448316,-0.6333229630042734,-2.8775040645813283,116,RPS7;RPL24;RPS10;EIF3C;RPS27A;RPL23A;RPS23;RPL22;RPL38;RPS3A;YBX3;RPL27A;RPL27;RPL34;RPL17;EIF3G;RPS19;RPS27;RPL23;RPS24;RPL10;RPL35;RPL31;EIF2B1;RPS5;RPS25;EIF2S3;EIF3M;RPL35A;RPL19;RPL37A;RPL30;RPS15;RPS20;RPL28;EIF5;EIF3D;EIF4A1;RPS3;RPS14;RPS2;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;RPL26;RPL36;RPL7A;EIF3A;RPS13;RPLP0;RPL29;RPS12;RPS18;EIF3K;EIF3I;DRG2;EIF3J;RPLP2;RACK1;RPL11;RPS26;RPL18A;RPS16;RPL14;RPL13A;RPL13;AKT2;EIF3L;EEF1D;YBX1;RPL3;EIF3B;RPS8;RPL12;RPL10A;CSDE1;RPSA;RPL4,GO Slim,Aging
GOSLIM_RIBOSOME_BIOGENESIS,5.288340425259124e-8,7.139259574099817e-7,0.7195128263389107,-0.5896886212951045,-2.3446421630567538,57,RPS7;RPL24;RPS27A;RPS23;RPL38;RPS3A;RPL27;RPS19;RPS27;RPS24;RPL35;RPS5;RPS25;RPL35A;RPS15;EIF5;RPS14;RPS21;RPS17;UTP15;RPL5;EIF2A;RPL26;TRMT112;DDX3X;RPL7A;RPS13;RPLP0;RPS12,GO Slim,Aging
GOSLIM_MUSCLE_SYSTEM_PROCESS,2.0594995965776613e-7,1.8535496369198951e-6,0.6901324587967956,-0.44116818568628346,-2.051337112846069,134,TTN;MYOF;DES;LMOD2;MYOM2;MYBPH;SNTA1;SYNM;PDLIM5;TNNI2;TPM1;HMOX1;FLNA;TNNT3;ACTN3;MYOZ1;HRC;MAP2K4;CAMK2D;SMTN;TPM2;TMEM38A;MYH2;TMOD4;MYL1;FXYD1;MYH3;MYH1;TNNC2;GLRX3;TCAP;LMNA;TRDN;MYH13;TPM3;CACNA1S;ACTA1;UTRN;CALM1;CAMK2G;STAC3;MYH4;TMOD1;STUB1;LMOD3;CSRP3;KLHL41;SMPX,GO Slim,Aging
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,9.034940506103127e-7,6.0985848416196104e-6,0.6594443980379349,0.4703529101279219,2.076502576757457,99,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;ETFB;MPST;ALDH4A1;ETFA;MCCC1;PCCB;FAH;PCBD2;IVD;PCCA;ACAD8;FH;GARS1;GPT2;HIBADH;ACADSB;RIDA;ADSS1;GCDH;DBT;HARS1;LRRC47;GOT2;GPT;GLUL;THAP4;IARS2;BCAT2;AARS1;VARS1;MMUT;SARS2;HIBCH;ADHFE1;GLUD1,GO Slim,Aging
GOSLIM_KETONE_METABOLIC_PROCESS,7.529512904821902e-4,0.004065936968603827,0.47727081536286214,0.4761920135319604,1.8488169646998334,49,AKR7A2;COQ7;COQ5;CBR4;COQ8A;ADIPOQ;ACADVL;MLYCD;FABP3;HAGH;PLIN5;PPTC7;COQ3;SIRT5;STAT5B;H6PD;COQ9;FABP5,GO Slim,Aging
GOSLIM_DNA_RECOMBINATION,0.016317485898468976,0.0734286865431104,0.16014698350927883,0.43588397885211505,1.5645469286344245,35,HMGB2;HMGB1;PRKDC;XRCC6;ACTR2;HDGFL2;HSPD1;APEX1;NUCKS1;RPA2;TSN;RPA1;RUVBL2,GO Slim,Aging
GOSLIM_PROTEIN_FOLDING,0.06803671189146049,0.26242731729563334,0.0768410915258218,0.30062434791847364,1.3072959444651426,89,PPIA;CDC37;FKBP4;CLU;AHSA1;PPIF;CALR;CHCHD4;GRPEL1;TBCA;PFDN2;FKBP5;HSPD1;HSPB6;PDIA4;PFDN4;PFDN6;VBP1;PTGES3;TRAP1;RUVBL2;KHSRP;TBCB;PPIB;TXNDC5;DNAJA1,GO Slim,Aging
GOSLIM_DETOXIFICATION,0.08422512881490289,0.28425980975029724,0.06851991229668551,0.34631086249709764,1.3327805233033145,47,NXN;SOD2;PRDX6;CP;MB;MT2A;GSTO1;GPX3;NNT;GSTP1;PRDX2;AKR1A1;SOD3;CD36;APOE;GSTK1;TXNRD1;PRDX1;SELENOF;PRDX3;GPX1;TXNRD2;PARK7,GO Slim,Aging
GOSLIM_VITAMIN_METABOLIC_PROCESS,0.1414771583819682,0.4244314751459046,0.052485005744846026,0.4582820320783359,1.3159107887842498,15,PNPO;MCCC1;GSTO1;PLPBP;PANK4;PDXP;SHMT1;AKR1C3;ATP1A2,GO Slim,Aging
GOSLIM_MITOCHONDRION_ORGANIZATION,0.17233697853381935,0.46530984204131226,0.04731916175205844,0.24025457411380574,1.1474583529521747,163,HMGCL;SOD2;FXN;SLC25A46;LONP1;ACAA2;TIMM10;MICU1;TFAM;TACO1;CLU;ATAD3A;PPIF;CHCHD4;CHCHD2;COA3;LETM1;TMEM11;PHB2;GSK3A;TIMM50;HSPD1;MARCKS;OPA1;HUWE1;ATP5IF1;SIRT5;TIMM8A;CHCHD7;NDUFB11;NIPSNAP2;ATP5F1D;MCU;MYH14;AFG3L2;DNM1L;PGAM5;TIMM9;VPS35;DNAJC11;NDUFS5;STOML2;ATPAF2;MTCH2;PNPT1;MFN2;SAMM50;TOMM70;PRKACA;BCL2L13;TIMM13;RALA;CLUH;IMMT;VDAC2;NOL3,GO Slim,Aging
