"test","Group","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p"
"paired_t_young","Young",3.18997773779259,0.00569641165229446,16,2.20941176470588,0.741143302304994,3.67768022710677,0.0589546260567265
"paired_t_old","Old",4.5719266262061,0.0004351155884287,14,1.18017345392857,0.62652932960883,1.7338175782483,0.308889212998157
"unpaired_t_delta","Young vs Old",1.39246199094184,0.178844473519128,20.3058830697667,-1.02923831077732,-0.511114019968263,2.5695906415229,NA
