"age","time","group","med","ci_lo","ci_hi","cv_max"
"Young","Pre","Young_Pre",24.1448013720465,23.5994592265207,24.6050534760083,150.050246787949
"Young","Post","Young_Post",25.8478785621516,25.0515170132346,26.4216196221642,295.027656188145
"Old","Pre","Old_Pre",24.8851526918923,24.1900799730998,25.6206513339851,188.377175384555
"Old","Post","Old_Post",22.6662076448345,22.2368213715574,23.252193291168,180.251132766952
