set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
ty_up,44,Up,0.0022021093525057445,0.0018799578674909283,Up,TRUE,0.26173586204618005
ty_down,56,Down,0.2784071088846025,0.2776265726386561,Down,TRUE,0.26173586204618005
